fid,dn,fid_2,dn_2,fid_3,id,objectid_1,objectid,village,vlcode,block,bkcode,subdistric,sdcode,sub_distri,district,dtcode,district_h,state,stcode,country,total_urba,total_hous,total_popu,avg_househ,total_geog,total_male,total_fema,tapwater_t,tapwater_u,covered_we,covered__1,covered__2,uncovered_,uncovere_1,uncovere_2,handpump_s,hand_pump_,hand_pum_1,tubewell_b,tube_wells,tube_wel_1,spring_sta,spring_fun,spring_f_1,river_cana,tank_pond_,others_sta,closed_dra,open_drain,village_pi,forest_are,area_under,barren_unc,permanent_,land_under,culturable,fallows_la,current_fa,net_area_s,total_unir,area_irrig,canals_are,wells_tube,tanks_lake,waterfall_,other_sour,nearest_to,nearest__1,shape_leng,shape_le_1,shape_area,ds_name,src_agency,state_name,village_area_km2,village_id,flood_area_km2,flood_exposure_pct,flood_risk,hospital_dist_km,name,amenity,population_density,water_availability,drainage_availability,healthcare_gap_score,river_distance_km,flood_score,population_score,water_gap_score,drainage_gap_score,service_gap_score,river_vulnerability_score,ml_cluster,ml_risk_group,vulnerability_score,vulnerability_class,flood_score_contribution,population_score_contribution,service_gap_score_contribution,river_vulnerability_score_contribution,underserved_score,welfare_priority_score,welfare_priority,priority_rank,priority_services,priority_reason
79,1,1,1,4697,41955,41955,108490,Municipal Council Desaiganj,248081,,0.0,Desaiganj (Vadasa),4052,,Gadchiroli,475,,MH,27,India,Urban,6511,28781,4.42036554,0,0,0,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20108.95379,20108.95379,23798982.14,Administrative Boundary,Survey of India (SOI),"Maharashtra
",25,4697,0.372225374,1.488901498,Low,2.063666526892362,Sparsh Child care and General Hospital,hospital,1151.24,0.0,0.0,12.049529487603508,0,3.9945372360915754,61.53073222875468,100.0,50.0,54.01650982920117,50.0,2,Moderate,34.91,Moderate,1.6,12.31,13.5,7.5,46.27,34.74,Moderate,44,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, water-service gap, drainage-service gap."
80,1,1,1,3027,39823,39823,106358,Donala,540965,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,303,1174,3.87458746,170,582,592,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,15,0,34,5,0,3,2,1,110,71,39,0,0,71,0,1,MUL,57,4216.879302,4216.879302,913322.7374,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,3027,0.224783523,22.47835227,Moderate,12.103598416006864,Balprabha Hospital,hospital,1174.0,71.0,0.0,71.37579482772813,0,60.321637505689864,62.74719401389631,83.86363636363636,50.0,68.41314373045482,50.0,2,Moderate,61.28,High,24.13,12.55,17.1,7.5,65.1,63.71,High,2,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, high population exposure, limited healthcare accessibility, water-service gap, drainage-service gap."
81,1,1,1,4282,41124,41124,107659,Sawalgaon,540742,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,295,1230,4.16949153,345,621,609,,,,Not Available,Not Available,Available,Not Available,Not Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,47,0,3,0,3,2,2,288,74,213,0,74,0,0,0,BRAHMAPURI,10,9048.808514,9048.808514,3107151.376,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4282,0.14872122,4.95737401,Low,4.587893983403536,"Vikttubaba physiotherapy clinic, wadsa",hospital,410.0,0.0,0.0,26.965266916676605,0,13.302498701495539,21.913415285943348,100.0,50.0,58.98842230555886,50.0,4,Low,31.95,Moderate,5.32,4.38,14.75,7.5,38.73,31.27,Moderate,81,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
82,1,1,1,4352,41194,41194,107729,Kitadi,538588,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,291,1083,3.72164948,297,548,535,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,17,65,1,2,0,10,0,3,198,102,96,0,80,22,0,0,GADCHIROLI,25,12068.25598,12068.25598,4759648.72,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4352,0.32711919,6.542383804,Low,9.86374906359238,SDH Armori,hospital,216.6,22.0,0.0,58.140456334314514,0,17.556016650332573,11.5766969535008,95.0,50.0,67.7134854447715,50.0,1,Very Low,33.77,Moderate,7.02,2.32,16.93,7.5,40.84,33.74,Moderate,52,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
83,1,1,1,2999,39797,39797,106332,Chamorshi,276329,,0.0,Chamorshi,4058,,Gadchiroli,475,,MH,27,India,Rural,3943,15952,4.04565052,0,0,0,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20463.60157,20463.60157,20690032.54,Administrative Boundary,Survey of India (SOI),"Maharashtra
",21,2999,1.083115076,5.157690837,Low,2.4189180683373754,Balprabha Hospital,hospital,759.6190476190476,0.0,0.0,14.148721737414075,0,13.84006712682893,40.59962841363161,100.0,50.0,54.716240579138024,50.0,2,Moderate,34.84,Moderate,5.54,8.12,13.68,7.5,42.31,34.3,Moderate,46,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
84,1,1,1,4360,41204,41204,107739,Waghala,538517,Armori,104.0,Armori,4053,Armori,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,406,1634,4.02463054,315,820,814,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,99,0,3,0,9,2,3,199,172,28,171,1,0,0,0,DESAIGANJ,24,9418.473065,9418.473065,4804506.131,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4360,0.410519452,8.210389049,Low,3.461304000426771,SDH Armori,hospital,326.8,0.0,0.0,20.30821216792165,0,22.032260440887857,17.466595403527528,100.0,50.0,56.76940405597389,50.0,4,Low,34.0,Moderate,8.81,3.49,14.19,7.5,38.03,33.14,Moderate,57,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
85,1,1,1,4207,41042,41042,107577,Jugnala,540779,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,562,2426,4.31672598,799,1248,1178,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,157,11,29,13,0,3,0,4,582,51,531,0,21,30,0,0,BRAHMAPURI,10,14545.79102,14545.79102,7585952.044,Administrative Boundary,Survey of India (SOI),"Maharashtra
",8,4207,0.358687795,4.483597436,Low,8.915707462750005,Akshay Nursing Home,hospital,303.25,30.0,0.0,52.53844944958337,0,12.031076172198842,16.20791020844468,93.18181818181819,50.0,65.24008921046719,50.0,1,Very Low,31.86,Moderate,4.81,3.24,16.31,7.5,39.89,31.62,Moderate,76,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
86,1,1,1,4248,41084,41084,107619,Kosambi Khadasmara,540838,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,251,1034,4.11952191,801,509,525,,,,Not Available,Not Available,Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,302,121,0,30,0,0,0,3,345,142,203,0,0,142,0,0,BRAHMAPURI,30,15153.82534,15153.82534,9026246.68,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4248,0.012881241,0.143124902,Low,11.949417211986452,SDH Armori,hospital,114.88888888888889,142.0,0.0,70.46473336623632,0,0.3830233338558365,6.140507156006889,67.72727272727272,50.0,62.73066869783634,50.0,1,Very Low,24.56,Low,0.15,1.23,15.68,7.5,33.28,23.53,Low,165,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
87,1,1,1,3098,39895,39895,106430,Walsara,539280,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,255,910,3.56862745,196,443,467,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,53,46,0,3,0,1,0,0,92,88,4,88,0,0,0,0,GADCHIROLI,41,5870.526385,5870.526385,1980695.992,Administrative Boundary,Survey of India (SOI),"Maharashtra
",2,3098,0.126353109,6.317655466,Low,7.313891419354947,Balprabha Hospital,hospital,455.0,0.0,0.0,43.07326934018871,0,16.952937714849785,24.31854623196152,100.0,50.0,64.35775644672957,50.0,4,Low,35.23,Moderate,6.78,4.86,16.09,7.5,42.87,35.24,Moderate,42,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
88,1,1,1,2932,39731,39731,106266,Mokhala,540915,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,456,1871,4.10307018,499,936,935,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,50,46,0,6,0,20,16,24,336,185,151,135,0,45,0,5,MUL,27,5415.819555,5415.819555,1100098.57,Administrative Boundary,Survey of India (SOI),"Maharashtra
",1,2932,0.218425348,21.84253484,Moderate,9.50354995357758,"Sub District Hospital, Chimur",hospital,1871.0,45.0,0.0,56.012028750140985,0,58.61536360067926,100.0,89.77272727272727,50.0,65.26158534095607,50.0,2,Moderate,67.26,High,23.45,20.0,16.32,7.5,74.35,70.46,High,1,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, high population exposure, limited healthcare accessibility, water-service gap, drainage-service gap."
89,1,1,1,3024,39820,39820,106355,Sonapur,540938,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,522,2035,3.89846743,1008,1005,1030,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,279,117,14,11,0,80,8,0,499,362,136,126,4,178,0,54,MUL,33,12320.46478,12320.46478,9772242.21,Administrative Boundary,Survey of India (SOI),"Maharashtra
",10,3024,1.293553906,12.93553906,Low,6.214118313738942,Rural Hospital Gadchandur,hospital,203.5,178.0,0.0,36.574676341918625,0,34.71263027760321,10.876536611437734,59.54545454545455,50.0,48.706710295791055,50.0,3,High,35.74,Moderate,13.89,2.18,12.18,7.5,34.56,34.13,Moderate,48,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
90,1,1,1,3097,39894,39894,106429,Bhivapur,539281,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,312,1088,3.48717949,322,541,547,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,180,32,0,2,0,0,0,0,108,108,0,108,0,0,0,0,GADCHIROLI,40,7677.693326,7677.693326,3078079.121,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,3097,0.000771784,0.025726127,Low,5.955248601835189,Balprabha Hospital,hospital,362.6666666666667,0.0,0.0,35.0450072777714,0,0.06797304298427082,19.383573846427936,100.0,50.0,61.68166909259046,50.0,4,Low,26.82,Moderate,0.03,3.88,15.42,7.5,36.67,26.08,Moderate,140,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
91,1,1,1,4293,41135,41135,107670,Chichgaon,540832,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,372,1489,4.00268817,729,764,725,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,259,125,0,2,0,0,0,29,314,58,256,0,8,17,0,33,BRAHMAPURI,25,13909.41428,13909.41428,8482918.322,Administrative Boundary,Survey of India (SOI),"Maharashtra
",9,4293,1.743498641,19.37220712,Moderate,6.5683383958164505,SDH Armori,hospital,165.44444444444446,17.0,0.0,38.6677736667038,0,51.98601447217182,8.842567848447057,96.13636363636364,50.0,61.60137910102248,50.0,0,Very High,45.46,Moderate,20.79,1.77,15.4,7.5,43.85,45.43,Moderate,15,"Drinking Water, Drainage, Evacuation Preparedness, Emergency Flood Response","Priority is influenced by high flood exposure, water-service gap, drainage-service gap."
92,1,1,1,4294,41136,41136,107671,Wandra,540833,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,436,1626,3.7293578,600,799,827,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,121,36,0,9,0,0,0,8,426,107,319,0,2,40,0,65,BRAHMAPURI,27,10675.51416,10675.51416,6900941.068,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4294,0.018424881,0.263212579,Low,8.641246052022174,SDH Armori,hospital,232.28571428571428,40.0,0.0,50.916648559069536,0,0.7052895378169991,12.415056883255707,90.9090909090909,50.0,63.94191315605348,50.0,1,Very Low,26.25,Moderate,0.28,2.48,15.99,7.5,35.84,25.53,Moderate,143,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
93,1,1,1,4152,40985,40985,107520,Municipal Council Gadchiroli,248080,,0.0,Gadchiroli,4057,,Gadchiroli,475,,MH,27,India,Urban,13111,54152,4.13027229,0,0,0,,,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,25491.87284,25491.87284,27598676.06,Administrative Boundary,Survey of India (SOI),"Maharashtra
",29,4152,1.217321351,4.197659829,Low,0.0244945908562169,Seva Surgical and Multispeciality Hospital,hospital,1867.3103448275863,0.0,0.0,0.0,0,11.263736595985467,99.80279769254871,100.0,50.0,50.0,50.0,2,Moderate,44.47,Moderate,4.51,19.96,12.5,7.5,57.19,45.19,Moderate,16,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by high population exposure, water-service gap, drainage-service gap."
94,1,1,1,4683,41939,41939,108474,Soni,537513,Lakhandur,94.0,Lakhandur,4043,Lakhandur,Bhandara,471,BHANDARA,MH,27,India,Rural,845,3575,4.23076923,594,1779,1796,,,,Available,Available,Available,Available,Available,,Available,Available,,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,,Available,0,18,0,12,0,0,126,1,437,267,170,249,18,0,0,0,Desaiganj,6,9865.424879,9865.424879,5130173.189,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4683,0.761791678,15.23583355,Moderate,0.7948954003004577,"Government Hospital, Soni",hospital,715.0,0.0,0.0,4.5523220021930735,0,40.88567976781092,38.21485836451096,100.0,50.0,51.51744066739769,50.0,0,Very High,44.38,Moderate,16.35,7.64,12.88,7.5,45.4,43.99,Moderate,18,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
95,1,1,1,4089,40921,40921,107456,Adapalli,539112,Gadchiroli,108.0,Gadchiroli,4057,Gadchiroli,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,428,1693,3.95560748,452,869,824,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,0,120,0,24,0,45,13,10,240,78,161,0,0,71,0,8,GADCHIROLI,4,10734.43579,10734.43579,4656164.711,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,4089,0.739680688,14.79361375,Low,1.6609877450908832,Janatal Hospital,hospital,338.6,71.0,0.0,9.670088220487534,0,39.69894271183086,18.097274184927848,83.86363636363636,50.0,47.84457486137463,50.0,0,Very High,38.96,Moderate,15.88,3.62,11.96,7.5,37.29,37.58,Moderate,31,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
96,1,1,1,3069,39867,39867,106402,Kunghada Raiyyatwari,539252,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,1796,6836,3.80623608,2151,3469,3367,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,344,381,0,51,5,0,86,114,1170,826,344,678,0,148,0,0,GADCHIROLI,25,24866.09345,24866.09345,19217481.3,Administrative Boundary,Survey of India (SOI),"Maharashtra
",20,3069,0.29973011,1.498650549,Low,13.765578107352544,Balprabha Hospital,hospital,341.8,148.0,0.0,81.19648377737882,0,4.0206997011877545,18.268305718866916,66.36363636363637,50.0,65.8533733803384,50.0,1,Very Low,29.23,Moderate,1.61,3.65,16.46,7.5,39.21,28.94,Moderate,110,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
97,1,1,1,4290,41132,41132,107667,Gangalwadi,540810,Brahmapuri,118.0,Brahmapuri,4067,Brahmapuri,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,566,2047,3.61660777,574,1043,1004,,,,Available,Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,,Available,0,41,57,29,0,58,20,1,367,145,222,0,4,106,0,34,BRAHMAPURI,20,11130.59728,11130.59728,6792415.929,Administrative Boundary,Survey of India (SOI),"Maharashtra
",7,4290,1.00191921,14.31313157,Low,6.703238381100352,SDH Armori,hospital,292.42857142857144,106.0,0.0,39.46490181555198,0,38.409525078916,15.629533480949837,75.9090909090909,50.0,55.124664241547634,50.0,0,Very High,39.77,Moderate,15.36,3.13,13.78,7.5,39.93,39.02,Moderate,26,"Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by water-service gap, drainage-service gap."
98,1,1,1,3011,39807,39807,106342,Ekodi,539235,Chamorshi,109.0,Chamorshi,4058,Chamorshi,Gadchiroli,475,GADCHIROLI,MH,27,India,Rural,130,503,3.86923077,453,254,249,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Available,67,106,0,12,0,4,3,0,261,137,124,137,0,0,0,0,MUL,22,8669.520787,8669.520787,4489457.174,Administrative Boundary,Survey of India (SOI),"Maharashtra
",5,3011,0.256602339,5.132046778,Low,8.996052343964232,,,100.6,0.0,0.0,53.01320981591654,0,13.77124896201352,5.376803848209513,100.0,50.0,67.67106993863884,50.0,1,Very Low,31.0,Moderate,5.51,1.08,16.92,7.5,38.2,30.71,Moderate,89,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
99,1,1,1,4051,40876,40876,107411,Thergaon,540909,Sawali,119.0,Sawali,4068,Sawali,Chandrapur,473,CHANDRAPUR,MH,27,India,Rural,180,566,3.14444444,235,294,272,,,,Not Available,Not Available,Available,Available,Available,,Available,Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,,Available,0,22,6,11,0,0,1,2,193,147,46,144,0,0,0,3,MUL,29,8867.514541,8867.514541,2614680.152,Administrative Boundary,Survey of India (SOI),"Maharashtra
",3,4051,0.071211636,2.373721194,Low,11.78004662770581,"Rural Hospital, Saoli",hospital,188.66666666666666,0.0,0.0,69.4639173911061,0,6.369031370239826,10.083734188491004,100.0,50.0,73.1546391303687,50.0,1,Very Low,30.35,Moderate,2.55,2.02,18.29,7.5,40.88,30.6,Moderate,91,"Healthcare, Drinking Water, Drainage, Evacuation Preparedness","Priority is influenced by limited healthcare accessibility, water-service gap, drainage-service gap."
